"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 20, 2019","28,900.0","28,800.0","29,050.0","28,500.0","1.67M","0.35%"
"Nov 19, 2019","28,800.0","28,750.0","28,850.0","28,600.0","1.80M","0.35%"
"Nov 18, 2019","28,700.0","28,450.0","29,300.0","28,300.0","3.25M","1.23%"
"Nov 15, 2019","28,350.0","29,000.0","29,050.0","28,350.0","2.51M","-2.24%"
"Nov 14, 2019","29,000.0","29,400.0","29,500.0","29,000.0","1.80M","-1.69%"
"Nov 13, 2019","29,500.0","29,450.0","29,500.0","29,150.0","2.31M","0.00%"
"Nov 12, 2019","29,500.0","29,500.0","29,600.0","29,150.0","2.03M","-0.34%"
"Nov 11, 2019","29,600.0","29,600.0","29,700.0","29,100.0","2.45M","-0.17%"
"Nov 08, 2019","29,650.0","29,300.0","29,900.0","29,250.0","4.10M","1.72%"
"Nov 07, 2019","29,150.0","29,100.0","29,250.0","28,900.0","1.76M","0.17%"
"Nov 06, 2019","29,100.0","29,500.0","29,500.0","29,100.0","1.98M","-1.36%"
"Nov 05, 2019","29,500.0","29,400.0","29,500.0","29,250.0","1.54M","0.00%"
"Nov 04, 2019","29,500.0","29,250.0","29,500.0","29,150.0","2.67M","0.68%"
"Nov 01, 2019","29,300.0","29,350.0","29,450.0","28,950.0","1.53M","-0.51%"
"Oct 31, 2019","29,450.0","28,900.0","29,600.0","28,900.0","4.01M","1.90%"
"Oct 30, 2019","28,900.0","28,750.0","28,950.0","28,700.0","2.17M","0.35%"
"Oct 29, 2019","28,800.0","28,800.0","28,950.0","28,550.0","1.45M","-0.35%"
"Oct 28, 2019","28,900.0","29,000.0","29,050.0","28,650.0","1.73M","0.00%"
"Oct 25, 2019","28,900.0","29,150.0","29,250.0","28,750.0","1.59M","-1.03%"
"Oct 24, 2019","29,200.0","28,200.0","29,200.0","28,100.0","4.61M","3.36%"
"Oct 23, 2019","28,250.0","27,900.0","28,250.0","27,800.0","2.51M","1.07%"
"Oct 22, 2019","27,950.0","28,000.0","28,250.0","27,850.0","1.25M","-0.18%"
"Oct 21, 2019","28,000.0","27,900.0","28,050.0","27,850.0","1.17M","0.18%"
"Oct 18, 2019","27,950.0","28,000.0","28,050.0","27,800.0","1.28M","0.18%"
"Oct 17, 2019","27,900.0","28,150.0","28,200.0","27,900.0","1.95M","-1.06%"
"Oct 16, 2019","28,200.0","28,300.0","28,350.0","28,100.0","1.07M","-0.35%"
"Oct 15, 2019","28,300.0","28,450.0","28,550.0","28,150.0","1.43M","-0.35%"
"Oct 14, 2019","28,400.0","28,150.0","28,400.0","28,150.0","2.80M","1.43%"
"Oct 11, 2019","28,000.0","27,700.0","28,150.0","27,650.0","2.27M","1.27%"
"Oct 10, 2019","27,650.0","27,550.0","27,650.0","27,400.0","1.54M","0.55%"
"Oct 09, 2019","27,500.0","27,550.0","27,650.0","27,450.0","1.30M","-0.36%"
"Oct 08, 2019","27,600.0","27,400.0","27,650.0","27,300.0","1.65M","0.73%"
"Oct 07, 2019","27,400.0","27,500.0","27,700.0","27,300.0","1.41M","-0.36%"
"Oct 04, 2019","27,500.0","27,800.0","28,050.0","27,400.0","1.73M","-1.08%"
"Oct 03, 2019","27,800.0","27,950.0","28,150.0","27,500.0","2.39M","-1.07%"
"Oct 02, 2019","28,100.0","28,200.0","28,400.0","28,050.0","2.49M","-0.53%"
