"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 11, 2020","867.37","900.48","903.70","867.37","707.46K","-3.63%"
"Jun 10, 2020","900.00","898.78","902.69","890.30","542.87K","0.06%"
"Jun 09, 2020","899.43","902.26","904.89","898.87","501.73K","-0.05%"
"Jun 08, 2020","899.92","888.70","905.65","888.70","572.02K","1.55%"
"Jun 05, 2020","886.22","883.40","886.59","878.50","499.61K","0.26%"
"Jun 04, 2020","883.90","883.22","888.32","883.22","431.12K","0.31%"
"Jun 03, 2020","881.17","876.73","881.17","874.01","351.96K","0.73%"
"Jun 02, 2020","874.80","879.23","882.73","874.53","484.71K","-0.44%"
"Jun 01, 2020","878.67","868.97","878.67","868.97","476.52K","1.64%"
"May 29, 2020","864.47","861.59","866.95","859.26","318.19K","0.36%"
"May 28, 2020","861.39","858.97","866.17","856.48","322.22K","0.46%"
"May 27, 2020","857.48","869.13","875.35","857.48","388.90K","-1.34%"
"May 26, 2020","869.13","861.47","869.65","860.22","328.35K","1.17%"
"May 25, 2020","859.04","852.90","860.45","849.12","307.23K","0.74%"
"May 22, 2020","852.74","859.29","860.65","852.08","303.98K","-1.16%"
"May 21, 2020","862.73","854.93","862.73","854.04","331.91K","1.15%"
"May 20, 2020","852.91","843.26","852.91","842.21","265.77K","0.83%"
"May 19, 2020","845.92","852.14","854.25","844.15","385.27K","1.06%"
"May 18, 2020","837.01","827.49","837.61","823.08","254.05K","1.21%"
"May 15, 2020","827.03","835.42","838.47","824.59","301.89K","-0.65%"
"May 14, 2020","832.40","830.97","836.19","826.17","341.12K","-0.22%"
"May 13, 2020","834.21","835.32","839.59","815.13","374.60K","-0.13%"
"May 12, 2020","835.32","827.29","835.95","819.66","322.21K","0.84%"
"May 11, 2020","828.33","818.26","828.33","812.48","353.42K","1.79%"
"May 08, 2020","813.73","800.32","825.72","800.20","371.34K","2.16%"
"May 07, 2020","796.54","785.08","796.54","785.08","240.80K","1.78%"
"May 06, 2020","782.59","767.30","782.59","765.37","272.45K","2.41%"
"May 05, 2020","764.16","763.22","767.03","760.04","212.38K","0.22%"
"May 04, 2020","762.47","766.14","769.73","761.64","285.57K","-0.86%"
"Apr 29, 2020","769.11","768.59","772.62","768.19","250.08K","0.25%"
"Apr 28, 2020","767.21","773.31","776.13","763.66","219.40K","-0.46%"
"Apr 27, 2020","770.77","780.65","785.74","770.77","307.36K","-0.76%"
"Apr 24, 2020","776.66","777.28","778.30","767.31","262.27K","0.36%"
"Apr 23, 2020","773.91","768.92","785.60","768.92","205.80K","0.65%"
"Apr 22, 2020","768.92","752.80","774.94","749.97","253.44K","0.27%"
"Apr 21, 2020","766.84","794.97","794.97","761.96","397.40K","-3.54%"
"Apr 20, 2020","794.97","796.17","797.49","786.73","336.05K","0.68%"
"Apr 17, 2020","789.60","786.96","790.95","783.74","309.86K","1.14%"
"Apr 16, 2020","780.70","773.11","781.06","770.91","250.94K","0.45%"
"Apr 15, 2020","777.22","768.05","779.52","768.01","302.62K","1.28%"
"Apr 14, 2020","767.41","769.01","769.53","753.85","266.78K","0.21%"
"Apr 13, 2020","765.79","762.99","774.62","762.53","235.28K","1.04%"
"Apr 10, 2020","757.94","759.08","764.36","751.59","338.40K","-0.31%"
"Apr 09, 2020","760.33","751.08","765.87","751.08","298.47K","1.65%"
"Apr 08, 2020","748.02","740.03","748.36","730.12","252.29K","0.18%"
"Apr 07, 2020","746.69","744.97","749.13","730.28","292.97K","1.35%"
"Apr 06, 2020","736.75","716.22","736.75","715.39","334.90K","4.98%"
"Apr 03, 2020","701.80","687.92","701.80","687.92","233.09K","3.17%"
"Apr 01, 2020","680.23","658.80","684.96","657.41","267.02K","2.67%"
"Mar 31, 2020","662.53","669.74","678.64","649.10","262.79K","0.04%"
"Mar 30, 2020","662.26","663.91","665.56","657.36","233.10K","-4.86%"
"Mar 27, 2020","696.06","692.54","703.22","682.52","327.99K","0.27%"
"Mar 26, 2020","694.21","689.00","700.76","680.10","221.85K","0.57%"
"Mar 25, 2020","690.25","669.76","690.25","667.58","270.18K","4.71%"
"Mar 24, 2020","659.21","666.59","666.59","652.27","245.15K","-1.11%"
"Mar 23, 2020","666.59","694.77","694.77","664.23","280.25K","-6.08%"
"Mar 20, 2020","709.73","728.55","729.35","709.73","230.59K","-2.23%"
"Mar 19, 2020","725.94","732.35","733.43","714.02","353.39K","-2.91%"
"Mar 18, 2020","747.66","747.40","752.65","742.12","259.02K","0.25%"
"Mar 17, 2020","745.78","724.07","750.03","721.84","287.28K","-0.28%"
"Mar 16, 2020","747.86","758.28","758.59","737.58","292.25K","-1.83%"
"Mar 13, 2020","761.78","750.56","764.69","723.42","354.71K","-0.97%"
"Mar 12, 2020","769.25","778.06","778.06","762.12","339.23K","-5.19%"
"Mar 11, 2020","811.35","843.52","844.94","794.54","318.57K","-3.12%"
"Mar 10, 2020","837.50","813.83","843.28","806.63","298.02K","0.24%"
"Mar 09, 2020","835.49","875.80","875.80","834.67","309.10K","-6.28%"
"Mar 06, 2020","891.44","888.96","891.44","882.71","214.34K","-0.21%"
"Mar 05, 2020","893.31","892.71","898.43","891.20","231.34K","0.44%"
