"Date","Price","Open","High","Low","Vol.","Change %"
"May 08, 2020","110.02","108.31","110.79","107.20","62.01K","1.58%"
"May 07, 2020","108.31","106.65","108.36","106.58","37.46K","1.55%"
"May 06, 2020","106.66","105.37","106.66","104.78","51.29K","1.19%"
"May 05, 2020","105.41","105.68","106.15","105.11","26.21K","-0.29%"
"May 04, 2020","105.72","106.84","106.87","105.49","40.34K","-1.05%"
"Apr 29, 2020","106.84","106.30","106.85","105.90","47.88K","0.55%"
"Apr 28, 2020","106.26","106.30","106.68","104.89","40.49K","-0.04%"
"Apr 27, 2020","106.30","106.98","107.59","105.92","37.76K","-0.63%"
"Apr 24, 2020","106.97","106.99","107.12","105.92","43.45K","0.00%"
"Apr 23, 2020","106.97","106.78","108.57","106.50","47.11K","0.16%"
"Apr 22, 2020","106.80","104.71","107.28","102.28","44.26K","2.01%"
"Apr 21, 2020","104.70","109.70","109.72","104.40","73.16K","-4.54%"
"Apr 20, 2020","109.68","110.48","111.27","109.66","67.80K","-0.71%"
"Apr 17, 2020","110.46","108.73","110.61","108.18","51.25K","1.57%"
"Apr 16, 2020","108.75","108.33","108.76","107.27","37.40K","0.39%"
"Apr 15, 2020","108.33","107.15","108.90","106.78","48.85K","1.10%"
"Apr 14, 2020","107.15","107.16","107.45","105.66","50.34K","-0.01%"
"Apr 13, 2020","107.16","106.20","108.02","103.10","35.85K","0.92%"
"Apr 10, 2020","106.18","105.08","107.33","101.58","49.91K","1.05%"
"Apr 09, 2020","105.08","107.14","107.20","103.65","48.03K","1.11%"
"Apr 08, 2020","103.93","103.16","103.93","101.60","41.28K","0.48%"
"Apr 07, 2020","103.43","103.43","104.21","102.02","56.48K","0.16%"
"Apr 06, 2020","103.26","98.10","103.26","97.96","61.22K","5.54%"
"Apr 03, 2020","97.84","95.62","98.17","94.81","44.07K","2.33%"
"Apr 01, 2020","95.61","92.42","95.91","92.21","32.71K","3.21%"
"Mar 31, 2020","92.64","93.06","94.98","91.58","49.58K","-0.69%"
"Mar 30, 2020","93.28","97.30","97.30","92.65","39.71K","-4.18%"
"Mar 27, 2020","97.35","97.85","98.32","96.39","40.60K","-0.47%"
"Mar 26, 2020","97.81","100.07","100.30","97.66","40.97K","-2.28%"
"Mar 25, 2020","100.09","97.01","100.44","96.99","42.91K","3.24%"
"Mar 24, 2020","96.95","96.45","97.37","95.90","51.42K","0.51%"
"Mar 23, 2020","96.46","101.52","101.52","96.08","64.72K","-5.24%"
"Mar 20, 2020","101.79","101.03","104.69","100.31","50.03K","0.79%"
"Mar 19, 2020","100.99","101.84","101.96","99.83","87.55K","-0.83%"
"Mar 18, 2020","101.84","100.75","102.55","100.64","66.00K","1.11%"
"Mar 17, 2020","100.72","99.64","101.05","96.79","47.42K","1.10%"
"Mar 16, 2020","99.62","101.40","101.85","98.90","40.69K","-1.74%"
"Mar 13, 2020","101.38","101.99","102.24","97.07","84.57K","-0.53%"
"Mar 12, 2020","101.92","105.54","105.54","100.54","74.71K","-3.41%"
"Mar 11, 2020","105.52","106.20","107.97","102.50","71.62K","-0.64%"
"Mar 10, 2020","106.20","104.87","108.25","103.35","62.29K","-0.13%"
"Mar 09, 2020","106.34","113.64","113.64","105.75","54.70K","-6.44%"
"Mar 06, 2020","113.66","115.03","115.03","112.88","50.49K","-1.19%"
"Mar 05, 2020","115.03","114.03","116.67","114.03","110.89K","0.89%"
"Mar 04, 2020","114.02","112.60","114.02","111.81","87.83K","1.28%"
"Mar 03, 2020","112.58","110.86","113.40","110.78","78.36K","1.73%"
"Mar 02, 2020","110.67","109.58","110.77","108.15","78.12K","0.99%"
"Feb 28, 2020","109.58","108.90","109.69","104.87","65.54K","0.29%"
"Feb 27, 2020","109.26","106.61","109.38","105.69","41.78K","2.49%"
"Feb 26, 2020","106.61","106.66","107.34","105.08","52.90K","-0.05%"
"Feb 25, 2020","106.66","104.08","106.68","102.48","42.52K","2.38%"
"Feb 24, 2020","104.18","108.09","108.09","103.80","64.95K","-3.62%"
"Feb 21, 2020","108.09","109.57","109.92","107.15","33.05K","-1.35%"
"Feb 20, 2020","109.57","109.30","110.92","108.85","35.85K","0.25%"
"Feb 19, 2020","109.30","110.07","110.19","108.70","30.39K","-0.70%"
"Feb 18, 2020","110.07","109.57","111.01","109.31","28.50K","0.46%"
"Feb 17, 2020","109.57","109.74","110.21","108.91","28.78K","-0.15%"
"Feb 14, 2020","109.74","108.19","110.42","108.19","30.65K","1.43%"
"Feb 13, 2020","108.19","108.51","108.71","107.35","36.51K","-0.29%"
"Feb 12, 2020","108.51","104.78","108.64","104.78","41.42K","3.56%"
"Feb 11, 2020","104.78","103.97","104.82","103.62","26.33K","0.78%"
"Feb 10, 2020","103.97","104.92","105.08","103.69","28.82K","-0.91%"
"Feb 07, 2020","104.92","105.84","106.06","104.55","30.78K","-0.87%"
"Feb 06, 2020","105.84","102.80","105.84","102.74","33.56K","2.57%"
"Feb 05, 2020","103.19","102.57","103.93","102.31","34.81K","0.60%"
"Feb 04, 2020","102.57","101.58","102.58","100.92","29.81K","1.24%"
"Feb 03, 2020","101.31","102.40","102.45","98.58","63.45K","-1.03%"
"Jan 31, 2020","102.36","104.09","104.53","102.22","47.49K","-1.68%"
"Jan 30, 2020","104.11","106.28","106.28","103.12","29.83K","-2.04%"
"Jan 22, 2020","106.28","105.59","106.28","105.21","24.74K","0.65%"
"Jan 21, 2020","105.59","104.64","105.88","104.53","25.40K","0.91%"
"Jan 20, 2020","104.64","103.88","105.24","103.57","22.97K","0.73%"
"Jan 17, 2020","103.88","104.32","104.66","103.68","20.99K","-0.42%"
"Jan 16, 2020","104.32","103.19","104.54","103.14","23.00K","1.10%"
"Jan 15, 2020","103.19","103.36","103.46","102.62","18.81K","-0.16%"
"Jan 14, 2020","103.36","102.30","103.48","102.14","20.42K","1.04%"
"Jan 13, 2020","102.30","102.22","102.83","101.98","23.68K","0.08%"
"Jan 10, 2020","102.22","101.36","102.76","101.35","32.26K","0.96%"
"Jan 09, 2020","101.25","100.33","101.74","100.32","22.14K","0.92%"
"Jan 08, 2020","100.33","101.46","101.75","100.07","29.01K","-1.07%"
"Jan 07, 2020","101.42","101.23","101.63","100.95","19.28K","0.19%"
"Jan 06, 2020","101.23","102.39","102.43","101.11","24.49K","-1.13%"
"Jan 03, 2020","102.39","102.99","103.52","102.27","21.84K","-0.58%"
"Jan 02, 2020","102.99","102.51","103.06","102.22","19.67K","0.47%"
"Dec 31, 2019","102.51","102.16","102.51","101.50","25.82K","0.34%"
"Dec 30, 2019","102.16","102.60","102.97","101.75","26.52K","-0.43%"
"Dec 27, 2019","102.60","102.31","102.60","101.88","24.92K","0.27%"
"Dec 26, 2019","102.32","102.93","102.93","101.89","21.25K","-0.59%"
"Dec 25, 2019","102.93","102.46","102.95","102.01","27.81K","0.47%"
"Dec 24, 2019","102.45","102.34","102.64","101.87","19.91K","0.10%"
"Dec 23, 2019","102.35","102.42","102.89","102.28","28.85K","-0.07%"
"Dec 20, 2019","102.42","102.00","102.42","101.62","20.89K","0.41%"
"Dec 19, 2019","102.00","101.80","102.02","101.29","20.61K","0.20%"
"Dec 18, 2019","101.80","102.89","102.94","101.58","27.18K","-1.07%"
"Dec 17, 2019","102.90","103.24","103.51","102.56","43.99K","-0.31%"
"Dec 16, 2019","103.22","102.95","103.74","102.95","26.20K","0.27%"
"Dec 13, 2019","102.94","102.71","103.54","102.64","29.60K","0.22%"
"Dec 12, 2019","102.71","102.38","102.85","102.11","23.69K","0.32%"
"Dec 11, 2019","102.38","102.04","102.38","101.45","14.63K","0.33%"
"Dec 10, 2019","102.04","102.36","102.57","101.42","16.51K","-0.31%"
"Dec 09, 2019","102.36","102.50","102.83","101.82","19.23K","-0.14%"
"Dec 06, 2019","102.50","102.37","102.78","102.14","15.55K","0.13%"
"Dec 05, 2019","102.37","102.47","102.95","102.07","20.13K","-0.10%"
"Dec 04, 2019","102.47","101.07","102.54","100.85","20.25K","1.39%"
"Dec 03, 2019","101.07","100.90","101.85","100.46","18.56K","0.17%"
"Dec 02, 2019","100.90","102.50","102.78","100.83","23.08K","-1.56%"
"Nov 29, 2019","102.50","102.35","102.69","102.00","18.68K","0.16%"
"Nov 28, 2019","102.34","103.24","103.52","102.05","17.31K","-0.86%"
"Nov 27, 2019","103.23","103.95","104.25","103.19","16.05K","-0.73%"
"Nov 26, 2019","103.99","103.46","104.20","103.39","16.77K","0.51%"
"Nov 25, 2019","103.46","103.08","103.87","102.92","20.55K","0.36%"
"Nov 22, 2019","103.09","104.74","104.92","102.67","23.24K","-1.58%"
"Nov 21, 2019","104.74","101.78","104.98","101.69","17.28K","-0.16%"
"Nov 20, 2019","104.91","105.60","105.73","104.68","15.40K","-0.55%"
"Nov 19, 2019","105.49","105.15","105.58","104.92","16.91K","0.32%"
"Nov 18, 2019","105.15","106.02","106.34","105.02","18.65K","-0.83%"
"Nov 15, 2019","106.03","106.24","106.71","105.92","21.42K","-0.20%"
"Nov 14, 2019","106.24","107.20","107.44","106.13","21.55K","-0.90%"
"Nov 13, 2019","107.20","106.96","108.07","106.93","24.90K","0.22%"
"Nov 12, 2019","106.96","106.76","107.09","106.38","19.99K","0.19%"
"Nov 11, 2019","106.76","107.27","107.50","106.67","20.50K","-0.48%"
"Nov 08, 2019","107.27","107.38","107.90","106.88","24.19K","0.36%"
"Nov 07, 2019","106.88","106.75","107.03","106.42","21.37K","0.12%"
"Nov 06, 2019","106.75","106.71","107.18","106.59","17.23K","0.04%"
"Nov 05, 2019","106.71","106.60","107.25","106.35","25.23K","0.10%"
"Nov 04, 2019","106.60","105.75","106.85","105.70","23.94K","0.80%"
"Nov 01, 2019","105.75","105.19","106.03","104.48","23.14K","0.53%"
"Oct 31, 2019","105.19","105.91","106.36","105.13","25.25K","-0.66%"
"Oct 30, 2019","105.89","104.85","106.08","104.40","27.41K","1.16%"
"Oct 29, 2019","104.68","105.16","105.42","104.27","16.37K","-0.34%"
"Oct 28, 2019","105.04","104.71","105.66","104.65","22.12K","0.32%"
"Oct 25, 2019","104.71","104.69","104.90","104.21","21.89K","0.07%"
"Oct 24, 2019","104.64","104.14","104.64","103.77","18.83K","0.48%"
"Oct 23, 2019","104.14","104.49","104.80","103.94","16.24K","-0.33%"
"Oct 22, 2019","104.49","104.01","104.50","103.75","25.49K","0.46%"
"Oct 21, 2019","104.01","105.48","105.63","103.90","27.33K","-1.39%"
"Oct 18, 2019","105.48","106.07","106.21","104.94","23.56K","-0.56%"
"Oct 17, 2019","106.07","105.98","106.08","105.39","17.84K","0.13%"
"Oct 16, 2019","105.93","106.30","106.59","105.90","26.61K","-0.08%"
"Oct 15, 2019","106.01","106.04","106.16","105.64","23.95K","-0.04%"
"Oct 14, 2019","106.05","105.31","106.60","105.30","27.97K","0.75%"
"Oct 11, 2019","105.26","105.16","105.55","104.87","17.95K","0.10%"
"Oct 10, 2019","105.16","104.62","105.83","104.50","21.94K","0.52%"
"Oct 09, 2019","104.62","103.92","104.72","103.88","21.81K","0.67%"
"Oct 08, 2019","103.92","100.51","104.08","100.31","20.05K","0.18%"
"Oct 07, 2019","103.73","105.15","105.15","103.61","19.59K","-1.36%"
"Oct 04, 2019","105.16","105.22","105.53","104.81","21.12K","-0.05%"
"Oct 03, 2019","105.21","105.27","105.27","104.46","19.41K","-0.06%"
"Oct 02, 2019","105.27","105.81","106.17","105.09","20.22K","-0.55%"
"Oct 01, 2019","105.85","105.05","105.85","104.85","25.31K","0.76%"
"Sep 30, 2019","105.05","104.77","105.74","104.74","21.07K","0.27%"
"Sep 27, 2019","104.77","107.60","107.60","104.52","22.62K","0.00%"
"Sep 26, 2019","104.77","103.81","104.78","103.66","25.32K","0.92%"
"Sep 25, 2019","103.81","104.02","104.05","103.41","19.26K","-0.19%"
"Sep 24, 2019","104.01","104.38","104.65","103.88","21.62K","-0.35%"
"Sep 23, 2019","104.38","104.14","105.28","103.91","21.54K","0.23%"
"Sep 20, 2019","104.14","104.04","107.87","103.84","23.17K","0.10%"
"Sep 19, 2019","104.04","102.29","104.05","102.06","24.05K","1.71%"
"Sep 18, 2019","102.29","102.19","102.90","101.82","18.01K","0.06%"
"Sep 17, 2019","102.23","102.29","102.49","101.46","21.08K","0.02%"
"Sep 16, 2019","102.21","102.17","102.54","101.85","21.28K","0.01%"
"Sep 13, 2019","102.20","101.12","102.20","100.97","19.59K","1.08%"
"Sep 12, 2019","101.11","100.18","101.17","100.07","16.71K","0.94%"
"Sep 11, 2019","100.17","99.98","100.20","99.42","18.97K","0.20%"
"Sep 10, 2019","99.97","100.83","100.98","99.50","27.02K","-0.87%"
"Sep 09, 2019","100.85","100.41","101.20","100.04","16.04K","-0.07%"
"Sep 06, 2019","100.92","100.97","101.29","100.40","15.38K","-0.04%"
"Sep 05, 2019","100.96","100.95","101.40","100.66","15.54K","0.01%"
"Sep 04, 2019","100.95","101.40","101.51","100.43","24.78K","-0.44%"
"Sep 03, 2019","101.40","102.32","102.99","101.19","20.47K","-0.90%"
"Aug 30, 2019","102.32","101.94","102.71","101.91","21.87K","0.37%"
"Aug 29, 2019","101.94","102.32","102.89","101.72","17.65K","-0.37%"
"Aug 28, 2019","102.32","102.86","103.16","102.32","21.01K","-0.52%"
"Aug 27, 2019","102.86","102.82","103.33","102.36","21.04K","0.05%"
"Aug 26, 2019","102.81","103.25","103.25","102.02","22.30K","-0.43%"
"Aug 23, 2019","103.25","103.50","103.76","102.89","21.17K","-0.24%"
"Aug 22, 2019","103.50","102.90","103.98","102.90","19.85K","0.48%"
"Aug 21, 2019","103.01","103.00","103.42","102.73","29.33K","0.03%"
"Aug 20, 2019","102.98","102.58","103.20","102.55","25.60K","0.39%"
"Aug 19, 2019","102.58","102.34","103.44","102.09","17.07K","0.22%"
"Aug 16, 2019","102.35","101.66","102.87","101.59","22.57K","0.68%"
"Aug 15, 2019","101.66","102.01","102.01","100.63","22.60K","-0.31%"
"Aug 14, 2019","101.98","102.31","103.17","101.75","22.65K","-0.30%"
"Aug 13, 2019","102.29","102.82","102.82","101.54","21.46K","-0.52%"
